emaFast,emaSlow,stLen,stMult,stRsiLen,volLen,volMult,minScore,minBars,2024_n,2024_wr,2024_pnl,2024_pf,2024_avgW,2024_avgL,2024_maxDD,2024_score,2025_n,2025_wr,2025_pnl,2025_pf,2025_avgW,2025_avgL,2025_maxDD,2025_score,2026_n,2026_wr,2026_pnl,2026_pf,2026_avgW,2026_avgL,2026_maxDD,2026_score,total_score,total_pnl
9,21,7,3.0,10,20,1.5,6,3,81,61.7,29.46,1.38,2.134,-2.492,-14.29,4.3059,56,53.6,0.87,1.01,2.341,-2.667,-24.71,0.0525,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.8593000000000006,21.42
9,21,7,3.0,10,20,1.5,6,5,80,61.3,28.29,1.37,2.154,-2.492,-14.29,4.0776,55,54.5,3.86,1.06,2.341,-2.654,-21.73,0.2774,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.8559000000000005,23.24
9,21,14,3.0,10,20,1.2,5,5,460,57.8,61.07,1.13,2.061,-2.511,-40.08,2.6405,413,49.9,-126.56,0.77,2.114,-2.716,-157.31,-0.9284,207,56.5,22.39,1.11,1.87,-2.182,-17.23,2.1411,3.8531999999999997,-43.10000000000001
13,34,7,3.0,10,14,1.2,6,3,103,57.3,28.64,1.26,2.362,-2.516,-12.59,4.1729,75,56.0,2.84,1.03,2.179,-2.687,-21.14,0.2065,38,44.7,-14.75,0.67,1.795,-2.155,-26.32,-0.5269,3.8525000000000005,16.73
9,34,7,3.0,14,20,1.5,4,5,611,57.9,64.47,1.1,2.007,-2.513,-52.63,2.0881,610,51.6,-176.03,0.78,2.008,-2.741,-193.72,-1.0724,276,58.3,37.24,1.15,1.818,-2.222,-22.91,2.8245,3.8402,-74.32
9,21,14,3.0,14,14,1.2,5,5,470,58.7,79.35,1.16,2.041,-2.495,-37.8,3.7781,431,51.0,-123.69,0.78,2.029,-2.702,-155.12,-0.9371,208,55.8,17.6,1.09,1.9,-2.204,-28.99,0.9935,3.8345,-26.740000000000002
13,34,7,2.0,10,20,1.2,5,3,490,56.7,45.23,1.08,2.083,-2.518,-51.46,1.4659,431,54.1,-46.36,0.91,2.13,-2.741,-91.51,-0.7061,216,58.3,32.79,1.16,1.854,-2.231,-18.66,3.0723,3.8320999999999996,31.659999999999997
13,34,14,3.0,10,20,1.2,6,3,101,58.4,25.31,1.24,2.222,-2.519,-14.22,3.265,75,57.3,14.05,1.16,2.347,-2.715,-22.52,1.0921,35,45.7,-13.68,0.67,1.7,-2.151,-22.92,-0.5545,3.8026,25.68
9,34,14,3.0,14,20,1.5,6,5,84,57.1,15.38,1.17,2.195,-2.5,-23.56,1.1524,58,62.1,20.89,1.35,2.254,-2.74,-13.78,3.084,21,47.6,-7.18,0.7,1.708,-2.205,-16.17,-0.4346,3.8017999999999996,29.090000000000003
13,34,14,3.0,10,14,1.5,5,3,475,54.9,33.75,1.06,2.185,-2.507,-59.66,0.9164,429,52.2,-76.96,0.86,2.156,-2.731,-108.0,-0.9271,208,58.7,35.18,1.19,1.847,-2.211,-16.46,3.7878,3.7771,-8.029999999999994
13,34,10,2.0,10,20,1.5,5,3,465,55.9,23.34,1.05,2.081,-2.526,-58.15,0.6431,414,55.3,-9.45,0.98,2.16,-2.725,-87.21,-0.1632,203,58.1,34.1,1.18,1.887,-2.218,-18.36,3.289,3.7689000000000004,47.99
13,34,7,3.0,10,20,1.2,6,5,99,58.6,24.55,1.24,2.223,-2.547,-13.25,3.3751,75,57.3,12.0,1.14,2.296,-2.711,-21.9,0.9387,36,44.4,-15.72,0.63,1.7,-2.146,-24.96,-0.5543,3.7595000000000005,20.83
13,34,14,3.0,10,20,1.5,5,3,467,56.1,40.66,1.08,2.124,-2.517,-43.12,1.5521,420,52.6,-67.81,0.87,2.146,-2.724,-95.08,-0.9424,207,58.5,35.2,1.19,1.855,-2.2,-20.2,3.1208,3.7305,8.049999999999997
13,34,7,3.0,10,20,1.2,6,3,100,59.0,25.72,1.25,2.206,-2.547,-13.25,3.5772,78,56.4,10.08,1.11,2.323,-2.71,-23.83,0.7043,36,44.4,-15.72,0.63,1.7,-2.146,-24.96,-0.5543,3.7272000000000003,20.08
13,34,14,2.0,10,20,1.5,6,5,83,60.2,24.24,1.29,2.135,-2.5,-17.28,2.7485,53,58.5,14.91,1.25,2.398,-2.701,-19.08,1.4722,29,48.3,-9.79,0.7,1.66,-2.202,-19.03,-0.5099,3.7108,29.36
13,34,14,3.0,10,14,1.2,6,5,102,56.9,29.45,1.27,2.399,-2.493,-17.16,3.2279,71,57.7,9.8,1.12,2.2,-2.68,-16.5,0.9911,37,45.9,-12.72,0.71,1.795,-2.161,-24.28,-0.5181,3.7009000000000003,26.53
13,21,14,3.0,10,20,1.5,6,5,80,60.0,24.44,1.31,2.17,-2.492,-14.29,3.3427,54,57.4,9.7,1.16,2.298,-2.675,-19.83,0.8485,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.6921000000000004,25.23
13,21,10,3.0,10,20,1.5,6,5,80,60.0,24.44,1.31,2.17,-2.492,-14.29,3.3427,54,57.4,9.7,1.16,2.298,-2.675,-19.83,0.8485,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.6921000000000004,25.23
9,21,7,2.0,14,14,1.2,5,5,487,56.7,29.66,1.06,2.013,-2.493,-52.94,0.91,440,54.3,-64.59,0.88,2.002,-2.702,-115.53,-0.7536,207,57.5,30.32,1.15,1.903,-2.228,-14.6,3.5351,3.6915,-4.6100000000000065
9,21,7,2.0,10,14,1.2,5,5,485,56.9,36.75,1.07,2.037,-2.514,-44.52,1.3555,449,52.6,-107.68,0.81,1.997,-2.719,-140.43,-0.9456,207,57.5,29.1,1.15,1.864,-2.19,-15.09,3.2777,3.6875999999999998,-41.830000000000005
13,21,14,3.0,10,20,1.2,6,5,97,57.7,17.39,1.17,2.159,-2.524,-13.25,2.2484,71,60.6,20.73,1.28,2.231,-2.686,-20.42,1.9826,34,47.1,-11.47,0.7,1.7,-2.148,-20.71,-0.5465,3.6845,26.650000000000006
13,21,7,2.0,14,20,1.2,5,5,470,55.1,9.17,1.02,2.072,-2.499,-52.64,0.2698,417,54.7,-50.06,0.9,2.015,-2.695,-105.61,-0.655,196,59.2,35.65,1.2,1.839,-2.22,-15.75,4.0679,3.6826999999999996,-5.240000000000002
13,21,7,3.0,10,14,1.2,6,5,100,57.0,25.68,1.24,2.345,-2.511,-12.59,3.6726,73,57.5,5.75,1.07,2.105,-2.666,-18.23,0.5039,38,47.4,-11.68,0.73,1.743,-2.152,-24.11,-0.4996,3.6769,19.75
9,34,10,3.0,14,20,1.5,4,5,608,57.9,62.32,1.1,2.007,-2.516,-50.52,2.0949,613,52.0,-165.1,0.79,2.006,-2.738,-190.59,-1.0415,275,58.2,36.34,1.14,1.822,-2.219,-24.08,2.6182,3.6715999999999998,-66.44
9,34,14,3.0,14,20,1.2,5,5,458,56.1,33.94,1.07,2.076,-2.485,-47.32,1.171,410,52.4,-87.18,0.83,2.036,-2.692,-117.23,-0.9373,201,58.2,35.37,1.19,1.871,-2.185,-18.42,3.4378,3.6715,-17.87000000000001
13,21,10,3.0,10,14,1.2,5,5,470,56.4,43.58,1.09,2.09,-2.489,-57.74,1.2595,430,48.1,-179.01,0.7,2.047,-2.703,-213.03,-0.871,206,58.7,33.24,1.18,1.812,-2.188,-17.99,3.2755,3.664,-102.19
9,21,14,3.0,14,20,1.2,5,5,467,57.6,53.87,1.11,2.045,-2.506,-37.83,2.4235,414,51.2,-106.08,0.81,2.076,-2.704,-138.02,-0.9298,203,57.1,30.77,1.16,1.902,-2.182,-25.13,2.1503,3.644,-21.44
9,21,7,3.0,10,14,1.2,5,3,522,57.3,62.03,1.11,2.085,-2.517,-46.87,2.2633,465,49.0,-150.8,0.77,2.165,-2.72,-169.58,-1.0093,231,58.9,28.46,1.14,1.754,-2.211,-20.55,2.383,3.637,-60.31000000000001
9,21,14,3.0,10,14,1.2,5,3,512,57.0,65.29,1.12,2.117,-2.513,-47.31,2.3729,471,49.3,-148.4,0.77,2.156,-2.714,-171.68,-0.9892,229,58.1,27.25,1.13,1.805,-2.217,-20.62,2.2477,3.6314,-55.86
9,21,10,3.0,10,20,1.2,5,5,463,57.5,48.41,1.1,2.035,-2.502,-41.94,1.9494,415,49.4,-137.08,0.76,2.115,-2.718,-170.11,-0.9094,207,57.5,26.54,1.14,1.836,-2.182,-17.41,2.5834,3.6234,-62.13000000000002
13,21,7,3.0,14,20,1.5,4,5,616,57.0,39.4,1.06,2.016,-2.521,-74.36,0.8691,621,52.3,-176.42,0.78,1.948,-2.735,-194.39,-1.0757,275,59.6,46.63,1.19,1.801,-2.241,-22.11,3.8241,3.6174999999999997,-90.38999999999999
13,21,14,3.0,14,20,1.2,4,5,624,56.7,21.54,1.03,1.986,-2.524,-84.84,0.4057,624,52.9,-155.74,0.81,1.965,-2.735,-180.47,-1.058,277,59.2,47.95,1.19,1.828,-2.229,-20.31,4.2652,3.6129,-86.25000000000001
13,21,7,3.0,10,20,1.2,6,5,98,58.2,20.02,1.19,2.183,-2.547,-13.25,2.6493,74,59.5,16.83,1.21,2.21,-2.681,-20.5,1.509,36,47.2,-12.65,0.69,1.65,-2.142,-21.89,-0.5608,3.5975000000000006,24.199999999999996
13,34,7,3.0,10,20,1.2,5,3,508,55.3,12.56,1.02,2.077,-2.515,-69.55,0.2826,445,50.1,-126.29,0.79,2.154,-2.733,-140.77,-1.0588,224,59.8,38.49,1.19,1.77,-2.208,-15.8,4.3707,3.5945,-75.24000000000001
9,34,7,2.0,10,20,1.5,5,5,436,54.1,-23.89,0.95,2.03,-2.515,-73.51,-0.4707,395,54.2,-54.66,0.89,2.054,-2.731,-95.3,-0.7783,188,58.5,35.13,1.21,1.874,-2.193,-12.9,4.8279,3.5788999999999995,-43.419999999999995
13,34,10,3.0,14,20,1.5,5,5,431,55.7,22.81,1.05,2.085,-2.501,-39.78,0.9126,384,53.1,-64.04,0.87,2.062,-2.692,-113.64,-0.7423,182,59.3,40.6,1.25,1.888,-2.207,-22.78,3.3964,3.5667,-0.6300000000000026
9,21,10,3.0,10,20,1.5,6,5,79,60.8,24.74,1.32,2.125,-2.492,-14.29,3.4348,52,55.8,7.39,1.12,2.377,-2.675,-19.83,0.6193,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.555,23.219999999999995
9,21,14,3.0,10,20,1.5,6,5,79,60.8,24.74,1.32,2.125,-2.492,-14.29,3.4348,52,55.8,7.39,1.12,2.377,-2.675,-19.83,0.6193,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.555,23.219999999999995
9,21,14,3.0,10,14,1.2,5,5,466,57.7,64.68,1.13,2.075,-2.506,-46.82,2.4131,432,48.8,-165.25,0.72,2.055,-2.709,-196.37,-0.9023,208,56.7,23.0,1.12,1.865,-2.19,-18.71,2.042,3.5528,-77.57
9,34,14,2.0,10,20,1.5,6,5,83,60.2,24.24,1.29,2.135,-2.5,-17.28,2.7485,55,58.2,13.64,1.22,2.356,-2.685,-19.08,1.3118,29,48.3,-9.79,0.7,1.66,-2.202,-19.03,-0.5099,3.5504,28.089999999999996
13,21,14,3.0,10,20,1.5,6,3,81,60.5,25.61,1.32,2.15,-2.492,-14.29,3.5528,55,56.4,6.71,1.1,2.298,-2.688,-22.81,0.4865,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.5402,23.41
13,21,10,3.0,10,20,1.5,6,3,81,60.5,25.61,1.32,2.15,-2.492,-14.29,3.5528,55,56.4,6.71,1.1,2.298,-2.688,-22.81,0.4865,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.5402,23.41
9,21,10,3.0,10,14,1.2,5,5,469,57.4,54.66,1.11,2.061,-2.499,-48.68,1.9209,433,48.3,-177.19,0.71,2.059,-2.712,-210.59,-0.8795,208,57.7,27.11,1.14,1.832,-2.19,-18.57,2.4917,3.5331,-95.42
9,34,7,2.0,14,14,1.2,5,5,466,56.2,21.25,1.04,2.017,-2.487,-53.69,0.6325,423,53.9,-67.21,0.87,2.018,-2.704,-119.53,-0.7487,197,58.4,35.77,1.19,1.907,-2.238,-17.57,3.6454,3.5292,-10.18999999999999
13,34,10,3.0,10,20,1.5,4,5,616,57.0,30.82,1.05,1.999,-2.531,-82.81,0.6038,616,52.1,-150.97,0.81,2.041,-2.733,-172.36,-1.0766,283,60.1,51.34,1.21,1.773,-2.213,-23.83,3.9899,3.5171,-68.81
13,34,10,3.0,10,20,1.2,6,5,100,58.0,23.8,1.22,2.24,-2.527,-13.25,3.2315,74,56.8,10.79,1.12,2.32,-2.708,-21.82,0.8335,35,45.7,-13.68,0.67,1.7,-2.151,-22.92,-0.5545,3.5105000000000004,20.910000000000004
13,21,10,3.0,14,20,1.5,4,5,613,57.1,42.07,1.06,2.015,-2.522,-60.7,1.1391,623,52.8,-163.05,0.8,1.955,-2.742,-190.71,-1.0368,275,58.9,40.75,1.16,1.81,-2.234,-21.16,3.3936,3.4959000000000002,-80.23000000000002
9,21,14,3.0,14,20,1.5,4,5,609,57.8,54.16,1.08,1.999,-2.528,-55.24,1.6464,624,53.2,-149.97,0.81,1.962,-2.745,-177.2,-1.0481,278,58.3,41.11,1.16,1.858,-2.24,-25.08,2.8903,3.4886,-54.7
13,21,14,3.0,14,20,1.5,6,5,82,56.1,6.75,1.08,2.103,-2.5,-28.1,0.3893,56,62.5,22.65,1.4,2.285,-2.729,-13.78,3.4747,20,50.0,-4.97,0.77,1.708,-2.205,-13.95,-0.3859,3.4781,24.43
9,21,10,3.0,10,20,1.5,6,3,80,61.3,25.91,1.34,2.105,-2.492,-14.29,3.6494,53,54.7,4.4,1.07,2.377,-2.688,-22.81,0.3057,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.456,21.400000000000002
9,21,14,3.0,10,20,1.5,6,3,80,61.3,25.91,1.34,2.105,-2.492,-14.29,3.6494,53,54.7,4.4,1.07,2.377,-2.688,-22.81,0.3057,29,48.3,-8.91,0.72,1.665,-2.148,-18.15,-0.4991,3.456,21.400000000000002
13,21,14,3.0,10,14,1.2,5,5,465,56.8,55.37,1.11,2.108,-2.493,-55.88,1.6949,429,49.0,-163.05,0.72,2.041,-2.702,-196.42,-0.8912,206,57.8,29.13,1.15,1.845,-2.188,-19.02,2.6468,3.4505,-78.55000000000001
13,21,14,3.0,10,20,1.5,4,5,622,57.6,46.94,1.07,1.996,-2.529,-59.71,1.3039,618,52.4,-158.78,0.8,2.016,-2.762,-194.2,-0.9974,285,59.3,41.67,1.16,1.772,-2.223,-23.64,3.1286,3.4351000000000003,-70.17
13,34,10,3.0,14,20,1.5,4,5,608,57.7,49.85,1.08,1.985,-2.518,-62.13,1.3413,607,52.2,-157.74,0.8,1.995,-2.725,-174.58,-1.0946,275,59.3,49.04,1.2,1.823,-2.215,-28.48,3.173,3.4196999999999997,-58.850000000000016
13,21,7,2.0,14,14,1.2,5,5,476,55.9,20.99,1.04,2.048,-2.494,-51.02,0.6542,431,54.1,-65.7,0.88,2.014,-2.702,-123.06,-0.7157,200,58.0,32.65,1.17,1.898,-2.232,-16.47,3.4669,3.4053999999999998,-12.06000000000001
13,34,10,3.0,10,14,1.2,6,5,102,56.9,29.45,1.27,2.399,-2.493,-17.16,3.2279,72,56.9,7.02,1.08,2.2,-2.683,-16.5,0.683,37,45.9,-12.72,0.71,1.795,-2.161,-24.28,-0.5181,3.3928,23.75
9,21,14,3.0,10,20,1.2,6,5,96,58.3,17.68,1.18,2.119,-2.525,-13.25,2.3092,69,59.4,18.43,1.24,2.284,-2.686,-21.44,1.63,34,47.1,-11.47,0.7,1.7,-2.148,-20.71,-0.5465,3.3927,24.64
13,34,7,3.0,14,14,1.2,5,5,463,56.4,37.7,1.08,2.069,-2.487,-43.7,1.4176,415,51.6,-111.23,0.8,2.026,-2.71,-137.5,-0.9687,204,59.3,35.74,1.19,1.818,-2.219,-22.13,2.9397,3.3886000000000003,-37.79
13,34,14,2.0,10,20,1.5,6,3,84,60.7,25.41,1.31,2.116,-2.5,-17.28,2.9213,54,57.4,11.92,1.19,2.398,-2.713,-21.87,0.9772,29,48.3,-9.79,0.7,1.66,-2.202,-19.03,-0.5099,3.3886,27.54
9,21,7,3.0,14,20,1.5,4,5,614,57.3,48.45,1.07,2.021,-2.531,-59.53,1.3513,624,52.7,-166.9,0.79,1.953,-2.744,-190.25,-1.058,277,59.2,43.86,1.17,1.819,-2.251,-25.51,3.0875,3.3808,-74.59
9,34,10,3.0,14,20,1.5,4,3,716,55.0,6.76,1.01,2.06,-2.499,-93.42,0.112,700,52.7,-119.24,0.87,2.148,-2.754,-167.08,-0.9417,323,57.3,40.12,1.13,1.885,-2.236,-16.0,4.1938,3.3641000000000005,-72.35999999999999
13,21,14,3.0,14,14,1.5,4,5,615,57.4,40.47,1.06,1.99,-2.527,-66.15,1.0067,619,52.7,-157.05,0.8,1.988,-2.748,-176.32,-1.0884,275,58.9,44.33,1.17,1.837,-2.242,-23.04,3.4435,3.3617999999999997,-72.25000000000001
13,21,7,2.0,10,14,1.2,5,5,475,55.2,3.65,1.01,2.056,-2.512,-67.57,0.0831,437,52.6,-106.08,0.81,1.989,-2.722,-137.72,-0.9474,201,58.7,37.47,1.21,1.859,-2.192,-16.07,4.2009,3.3366,-64.96
9,34,7,2.0,10,20,1.2,5,5,455,55.6,8.37,1.02,2.028,-2.499,-50.2,0.2585,412,53.2,-77.71,0.85,2.048,-2.727,-107.0,-0.9393,197,58.4,33.7,1.19,1.858,-2.195,-14.83,4.0031,3.3223,-35.639999999999986
9,21,7,2.0,10,20,1.2,5,5,478,56.7,31.49,1.06,2.031,-2.506,-39.75,1.2844,431,53.1,-83.92,0.85,2.031,-2.718,-119.45,-0.9039,205,58.0,28.7,1.15,1.822,-2.188,-16.82,2.9346,3.3151,-23.730000000000008
9,34,14,2.0,10,20,1.5,6,3,84,60.7,25.41,1.31,2.116,-2.5,-17.28,2.9213,56,57.1,10.65,1.16,2.356,-2.698,-20.8,0.894,29,48.3,-9.79,0.7,1.66,-2.202,-19.03,-0.5099,3.3054,26.270000000000003
9,34,14,3.0,14,20,1.2,4,5,621,57.5,44.89,1.07,1.984,-2.513,-74.58,0.9987,614,51.8,-153.97,0.81,2.053,-2.726,-176.52,-1.0653,275,58.5,42.51,1.17,1.836,-2.22,-22.37,3.3685,3.3019000000000003,-66.57
13,34,14,3.0,14,20,1.2,4,5,620,57.7,48.63,1.07,1.978,-2.517,-76.79,1.0588,612,51.6,-155.28,0.81,2.053,-2.716,-167.93,-1.1247,276,59.4,49.07,1.2,1.821,-2.229,-26.82,3.3639,3.298,-57.580000000000005
9,34,14,3.0,14,20,1.5,6,3,86,55.8,10.44,1.11,2.195,-2.498,-26.07,0.6674,58,62.1,20.89,1.35,2.254,-2.74,-13.78,3.084,22,45.5,-9.57,0.64,1.708,-2.221,-18.56,-0.4562,3.2952000000000004,21.759999999999998
9,34,14,3.0,10,20,1.2,6,5,98,58.2,21.93,1.21,2.2,-2.524,-13.25,2.9502,71,57.7,12.01,1.15,2.271,-2.703,-23.37,0.8928,35,45.7,-13.68,0.67,1.7,-2.151,-22.92,-0.5545,3.2885,20.259999999999998
9,34,10,3.0,10,14,1.2,5,5,468,55.3,24.62,1.05,2.092,-2.475,-62.1,0.6349,428,49.1,-166.66,0.72,2.02,-2.711,-200.95,-0.8833,205,59.0,34.69,1.19,1.811,-2.195,-17.56,3.5315,3.2831,-107.35
13,21,14,3.0,14,20,1.5,6,3,83,55.4,4.32,1.05,2.103,-2.498,-28.1,0.2414,56,62.5,22.65,1.4,2.285,-2.729,-13.78,3.4747,21,47.6,-7.36,0.7,1.708,-2.222,-16.35,-0.4377,3.2784,19.61
9,34,10,3.0,14,20,1.5,6,5,84,57.1,15.38,1.17,2.195,-2.5,-23.56,1.1524,59,61.0,18.22,1.29,2.254,-2.736,-13.78,2.5598,21,47.6,-7.18,0.7,1.708,-2.205,-16.17,-0.4346,3.2776,26.42
9,34,7,3.0,10,14,1.2,6,5,100,57.0,25.68,1.24,2.345,-2.511,-12.59,3.6726,73,56.2,1.56,1.02,2.126,-2.675,-22.41,0.106,39,46.2,-13.89,0.69,1.743,-2.155,-26.32,-0.5151,3.2635,13.349999999999998
13,34,14,3.0,14,20,1.5,5,3,457,55.6,28.04,1.05,2.125,-2.521,-41.96,1.071,418,52.9,-64.65,0.88,2.126,-2.713,-98.95,-0.8693,204,58.3,35.61,1.19,1.877,-2.209,-20.96,3.0538,3.2554999999999996,-1.000000000000007
9,21,7,2.0,14,20,1.5,5,5,456,55.7,-1.92,1.0,1.982,-2.502,-53.67,-0.0546,407,54.5,-43.15,0.91,2.051,-2.694,-103.45,-0.5832,190,58.4,32.46,1.18,1.875,-2.224,-14.67,3.8882,3.2504,-12.61
13,34,7,3.0,14,20,1.5,5,5,428,55.8,20.04,1.04,2.068,-2.509,-39.12,0.8115,385,52.2,-82.38,0.83,2.062,-2.7,-121.29,-0.8553,184,59.2,39.64,1.24,1.881,-2.205,-22.78,3.2905,3.2467,-22.699999999999996
13,34,10,2.0,14,20,1.5,5,3,451,55.2,2.46,1.0,2.053,-2.519,-57.99,0.065,408,53.7,-34.76,0.93,2.175,-2.704,-121.13,-0.4076,196,58.7,34.88,1.19,1.89,-2.252,-17.46,3.5707,3.2281,2.5800000000000054
9,21,7,2.0,14,20,1.2,5,5,481,55.9,16.78,1.03,2.032,-2.499,-50.29,0.5261,425,55.1,-46.91,0.91,2.012,-2.71,-98.42,-0.6653,203,58.6,33.8,1.18,1.845,-2.211,-18.01,3.3344,3.1952,3.6700000000000017
13,34,14,3.0,14,20,1.5,6,5,84,57.1,15.08,1.17,2.189,-2.5,-23.56,1.1268,60,61.7,19.67,1.31,2.226,-2.726,-16.21,2.4284,20,50.0,-5.09,0.77,1.708,-2.218,-14.95,-0.3691,3.1861,29.66
13,34,14,3.0,14,14,1.2,4,5,611,58.3,62.99,1.1,1.988,-2.528,-70.27,1.5356,618,51.5,-177.79,0.78,2.017,-2.73,-191.26,-1.0966,277,58.5,36.01,1.14,1.808,-2.233,-22.69,2.7467,3.1857,-78.78999999999999
13,21,7,2.0,14,20,1.5,5,5,444,55.0,-6.77,0.99,2.023,-2.502,-62.14,-0.1639,398,54.3,-43.76,0.91,2.065,-2.691,-107.05,-0.569,183,58.5,33.67,1.2,1.898,-2.229,-15.37,3.907,3.1741,-16.86
13,34,7,2.0,14,20,1.2,5,3,489,55.4,11.19,1.02,2.065,-2.516,-51.65,0.3371,428,53.3,-58.36,0.89,2.13,-2.719,-116.3,-0.6807,211,58.8,31.38,1.16,1.836,-2.257,-15.47,3.5098,3.1662,-15.790000000000003
13,34,7,3.0,14,14,1.5,4,5,617,57.7,44.79,1.07,1.972,-2.519,-82.81,0.9001,604,51.7,-157.84,0.8,2.041,-2.722,-174.67,-1.092,278,58.6,38.12,1.15,1.806,-2.229,-19.71,3.3536,3.1617,-74.93
13,34,10,3.0,10,20,1.2,5,3,512,55.3,10.8,1.02,2.07,-2.51,-72.29,0.2331,442,51.1,-103.8,0.82,2.151,-2.731,-127.06,-1.0095,221,59.7,36.58,1.19,1.767,-2.21,-16.6,3.9375,3.1611,-56.42
13,34,10,3.0,14,14,1.2,5,5,467,55.9,31.59,1.06,2.079,-2.48,-50.03,1.0247,414,51.9,-100.72,0.81,2.032,-2.702,-133.8,-0.9226,202,59.4,36.8,1.2,1.825,-2.221,-22.13,3.0489,3.1510000000000002,-32.33
9,34,14,3.0,14,14,1.5,4,5,611,58.1,57.76,1.09,1.981,-2.521,-55.32,1.7665,612,52.1,-155.04,0.81,2.033,-2.743,-173.6,-1.0903,274,58.0,34.26,1.13,1.824,-2.224,-23.84,2.4718,3.1479999999999997,-63.02
13,34,14,3.0,10,20,1.2,5,3,505,55.2,20.61,1.04,2.107,-2.51,-61.28,0.5325,442,51.6,-96.93,0.83,2.14,-2.733,-119.58,-1.0166,220,59.1,39.19,1.2,1.83,-2.209,-19.56,3.63,3.1459,-37.13000000000001
13,21,14,3.0,10,14,1.2,5,3,517,55.9,40.14,1.07,2.116,-2.506,-67.64,0.9757,468,49.4,-142.94,0.78,2.159,-2.708,-167.19,-0.9867,227,59.0,33.17,1.16,1.785,-2.215,-18.44,3.1501,3.1391,-69.63
13,34,10,3.0,10,20,1.2,6,3,102,57.8,22.66,1.21,2.222,-2.522,-14.22,2.8411,76,56.6,11.27,1.13,2.347,-2.717,-22.52,0.845,35,45.7,-13.68,0.67,1.7,-2.151,-22.92,-0.5545,3.1315999999999997,20.25
13,21,14,3.0,14,14,1.2,4,5,618,57.1,30.68,1.05,1.986,-2.53,-74.22,0.6702,629,52.5,-169.39,0.79,1.978,-2.75,-195.0,-1.0462,277,58.8,41.57,1.16,1.82,-2.238,-21.07,3.4799,3.1039000000000003,-97.13999999999999
13,21,14,2.0,10,20,1.5,6,5,85,60.0,22.75,1.27,2.114,-2.502,-17.28,2.5226,57,57.9,12.13,1.19,2.322,-2.688,-20.56,1.0557,28,50.0,-7.3,0.76,1.66,-2.181,-16.53,-0.475,3.1033000000000004,27.580000000000002
13,21,14,3.0,14,20,1.2,5,5,462,56.5,42.48,1.08,2.083,-2.493,-51.44,1.3751,413,51.6,-100.48,0.81,2.056,-2.692,-133.43,-0.9215,202,57.9,33.96,1.18,1.874,-2.18,-22.95,2.6493,3.1029,-24.040000000000006
9,34,7,3.0,10,14,1.2,5,3,521,55.5,19.33,1.03,2.073,-2.499,-74.4,0.4119,467,49.0,-153.84,0.76,2.159,-2.724,-172.12,-1.0101,228,59.6,32.87,1.16,1.737,-2.211,-15.49,3.6969,3.0987,-101.63999999999999
9,34,10,2.0,10,14,1.2,5,5,470,53.8,-24.3,0.96,2.047,-2.499,-77.92,-0.4524,437,53.1,-99.68,0.82,1.978,-2.724,-138.96,-0.8957,199,58.8,43.11,1.24,1.903,-2.189,-18.1,4.4447,3.0966,-80.87
9,34,7,2.0,10,14,1.5,5,5,442,53.8,-24.52,0.95,2.032,-2.49,-81.35,-0.4359,404,54.0,-56.52,0.89,2.067,-2.726,-100.67,-0.7606,189,59.3,35.57,1.21,1.825,-2.192,-15.0,4.2877,3.0911999999999997,-45.470000000000006
9,21,10,3.0,10,14,1.2,5,3,519,57.0,52.76,1.09,2.071,-2.512,-49.17,1.807,471,48.8,-156.47,0.76,2.168,-2.718,-181.99,-0.9687,229,59.0,26.91,1.13,1.744,-2.218,-20.55,2.2414,3.0797,-76.80000000000001
9,21,7,3.0,10,14,1.2,6,5,100,57.0,23.48,1.22,2.306,-2.511,-12.59,3.3025,71,56.3,3.44,1.04,2.152,-2.666,-20.53,0.2605,38,47.4,-11.68,0.73,1.743,-2.152,-24.11,-0.4996,3.0634,15.240000000000002
13,34,14,2.0,10,14,1.5,5,3,470,55.7,26.36,1.05,2.097,-2.514,-68.94,0.6166,426,53.5,-47.52,0.91,2.156,-2.722,-117.68,-0.5606,200,58.5,31.94,1.17,1.86,-2.236,-18.8,2.9972,3.0532,10.779999999999998
13,34,10,3.0,10,14,1.5,5,3,479,54.7,19.67,1.04,2.154,-2.511,-73.07,0.4256,428,51.6,-85.08,0.85,2.171,-2.729,-119.59,-0.9087,209,59.3,32.43,1.17,1.78,-2.215,-16.2,3.5213,3.0382000000000002,-32.98
13,21,7,3.0,10,20,1.2,6,3,99,58.6,21.19,1.2,2.166,-2.547,-13.25,2.8379,76,57.9,11.43,1.13,2.21,-2.682,-25.9,0.7605,36,47.2,-12.65,0.69,1.65,-2.142,-21.89,-0.5608,3.0376,19.970000000000006
